Ra	Dec
17.85315216	25.97226916
17.70309762	25.98655909
17.55326805	26.00066974
17.40365968	26.01460218
17.25426871	26.02835746
17.10509142	26.04193662
16.95612408	26.05534069
16.807363	26.06857066
16.65880454	26.08162751
16.51044503	26.0945122
16.36228089	26.10722567
16.21430851	26.11976886
16.06652434	26.13214266
15.91892483	26.14434798
15.77150648	26.15638567
15.62426579	26.1682566
15.47719928	26.1799616
15.33030351	26.19150149
